date,period,x,tfp_util_adjusted,capital_deepening,labor_composition,utilization,total_lp
1996:Q3,1996Q3,1996.5,1.096769062665213,0.554415979525682,0.517034258017457,0.8171637932074085,2.985383093415761
1996:Q4,1996Q4,1996.75,1.34451256086548,0.4866603661511262,0.04517503095442521,0.7346302690438278,2.6109782270148596
1997:Q1,1997Q1,1997.0,-0.8893792378643794,0.23057552396480008,0.2628762920322991,2.1242825082677816,1.7283550864005015
1997:Q2,1997Q2,1997.25,0.6422052186381699,0.4525892240575261,0.2009524915818517,0.7685560818629193,2.0643030161404674
1997:Q3,1997Q3,1997.5,1.7981164631629991,0.5723175773724223,0.32972228233232315,0.12700010839326847,2.827156431261013
1997:Q4,1997Q4,1997.75,1.210801751225687,0.8033037044180392,0.6194991702811237,0.7767429839837872,3.410347609908637
1998:Q1,1998Q1,1998.0,2.5275093056336675,1.183114952290321,0.04962843289177954,0.43512566307377687,4.195378353889545
1998:Q2,1998Q2,1998.25,2.908864101902757,1.15867308805976,0.2021178072822316,-0.6045158543124765,3.665139142932272
1998:Q3,1998Q3,1998.5,2.8633221392240564,1.2434654514629426,0.4218918037831365,-0.5373582041046425,3.9913211903654933
1998:Q4,1998Q4,1998.75,2.631556632145936,0.9557419701552513,0.4795997868618507,-0.5387041429798796,3.5281942461831584
1999:Q1,1999Q1,1999.0,3.5091705200910823,1.2584589116652616,0.47245171347700676,-0.7758099378863472,4.464271207347004
1999:Q2,1999Q2,1999.25,2.0957279816917724,1.220567372730627,0.6463039728087594,-0.16599301463547422,3.796606312595685
1999:Q3,1999Q3,1999.5,1.3510245999495258,1.1376302203585196,0.4989186253381739,0.04169828015243457,3.0292717257986546
1999:Q4,1999Q4,1999.75,2.924443382759782,1.4880593028583575,0.2162260145465389,-0.7552245965941327,3.8735041035705464
2000:Q1,2000Q1,2000.0,1.3068243353341544,1.130404884386782,0.601426675242589,-0.14532028442435402,2.8933356105391717
2000:Q2,2000Q2,2000.25,2.5065452148487166,1.3985312635859661,0.07640885261110952,-0.0015921758852071727,3.9798931551605854
2000:Q3,2000Q3,2000.5,2.533847806497559,1.5130255103518992,0.4464383042388498,-0.6254208547193997,3.867890766368909
2000:Q4,2000Q4,2000.75,2.545053559720662,1.9099258598631896,-0.007414729226606909,-1.1556842977316661,3.291880392625579
2001:Q1,2001Q1,2001.0,2.4625481292879745,1.868736369272212,0.5275375409551586,-2.061112110076394,2.797709929438952
2001:Q2,2001Q2,2001.25,2.4734102240827864,2.108156501017935,0.6877734688583104,-2.4899053612157553,2.779434832743277
2001:Q3,2001Q3,2001.5,2.3644773209379393,2.286891156855633,0.6905446014977557,-2.6768616884245597,2.6650513908667683
2001:Q4,2001Q4,2001.75,2.059643216773382,2.175968668494375,1.0914324476653192,-2.7105154061270818,2.6165289268059944
2002:Q1,2002Q1,2002.0,3.2454622561812085,2.426991447835774,0.3107344415476554,-1.776825013080268,4.20636313248437
2002:Q2,2002Q2,2002.25,2.177992305440771,1.8056952192266331,0.6361076944439326,-0.8947181102929618,3.7250771088183754
2002:Q3,2002Q3,2002.5,2.552751952407037,1.5470212915068098,0.30985425222906926,-0.4009492017632634,4.008678294379653
2002:Q4,2002Q4,2002.75,1.619121031928321,1.1043934159440976,0.3060040024375432,0.6763895347237564,3.7059079850337184
2003:Q1,2003Q1,2003.0,0.46524509692615545,0.9894366849683055,0.2809775300337769,0.6132220511703714,2.3488813630986094
2003:Q2,2003Q2,2003.25,1.6304915870633998,1.17660290563211,0.21030796229979387,0.10908997895498607,3.1264924339502898
2003:Q3,2003Q3,2003.5,2.2211768152574756,0.9034445150418559,0.2722413643967414,0.47917518333689474,3.8760378780329674
2003:Q4,2003Q4,2003.75,1.6974951217453145,0.7118623102956974,0.45880406995220113,1.295655651920971,4.163817153914184
2004:Q1,2004Q1,2004.0,1.6794237844241127,0.49458595237044145,0.40630301686315207,1.31359242825693,3.8939051819146364
2004:Q2,2004Q2,2004.25,1.536343585873555,0.3719328962180757,0.2536723791840778,1.2627436433166774,3.424692504592386
2004:Q3,2004Q3,2004.5,1.1782913048749433,0.4858476875283218,-0.21238622696424514,1.1638579337891792,2.615610699228199
2004:Q4,2004Q4,2004.75,2.2145466579065682,0.5199499616627368,0.11698715514540936,-0.3281978100014188,2.5232859647132955
2005:Q1,2005Q1,2005.0,2.603104986084044,0.4646354040840614,0.5525084589129925,-0.6063164384259466,3.0139324106551513
2005:Q2,2005Q2,2005.25,1.850119304203514,0.5081174604161711,0.2028990379757012,-0.5075546515841672,2.053581151011219
2005:Q3,2005Q3,2005.5,1.0609501434736026,0.63718834079918,0.3714378253786954,-0.04600655393298758,2.0235697557184906
2005:Q4,2005Q4,2005.75,0.14959668768359125,0.6377748937162979,0.19823383711612408,1.2883427789588486,2.273948197474862
2006:Q1,2006Q1,2006.0,0.4082370794547011,0.4561428384344671,0.01727999624190346,1.392627203078911,2.2742871172099832
2006:Q2,2006Q2,2006.25,-0.702631665023019,0.486713898723772,0.3233522146428136,2.149815313603733,2.2572497619472998
2006:Q3,2006Q3,2006.5,-1.4302322553390578,0.3300302941240589,0.5938093588724769,1.9674435568450295,1.4610509545025074
2006:Q4,2006Q4,2006.75,-0.7840534317688983,0.4715697535500361,0.14708836635808353,0.979439997428295,0.8140446855675165
2007:Q1,2007Q1,2007.0,-1.47292421357072,0.8115326645726861,0.11224485841978549,0.7249388396638112,0.175792149085563
2007:Q2,2007Q2,2007.25,-1.0406558936652817,0.7054044469838807,0.34252734213184866,0.45593819780704337,0.4632140932574913
2007:Q3,2007Q3,2007.5,-0.7067537498693266,0.8369588322296893,0.610636984198365,-0.24378254828742446,0.49705951827130335
2007:Q4,2007Q4,2007.75,-0.31685150792712613,1.1067731602212207,0.517911466828469,-0.6645099975123019,0.643323121610262
2008:Q1,2008Q1,2008.0,-1.5093067316557318,1.0176154918631373,1.1193605704669096,-0.4904624598005858,0.13720687087372946
2008:Q2,2008Q2,2008.25,-0.8441095451693507,1.3968538567413264,0.8568697774935075,-1.0017081034507296,0.40790598561475383
2008:Q3,2008Q3,2008.5,0.08749405824143813,1.7329784626449365,0.5373371714308739,-1.4115310006247894,0.9462786916924593
2008:Q4,2008Q4,2008.75,-0.700495053468992,2.321173081736777,1.0241367775860155,-2.478140615850399,0.1666741900034019
2009:Q1,2009Q1,2009.0,1.8373335024338748,3.07089222335555,0.8108568812916772,-4.377145266012746,1.3419373410683557
2009:Q2,2009Q2,2009.25,4.245058591605369,3.332772722301649,1.311147724341133,-5.5828690121397635,3.3061100261083887
2009:Q3,2009Q3,2009.5,3.707187582995301,3.2211581282131894,1.3534507538401463,-3.6753035800414517,4.606492885007185
2009:Q4,2009Q4,2009.75,4.316299827188759,2.234485847895106,1.2619025613737733,-1.066040950881781,6.7466472855758575
2010:Q1,2010Q1,2010.0,1.9555035562186105,1.2318076447559794,1.0063074598273936,1.8120245508690023,6.005643211670986
2010:Q2,2010Q2,2010.25,-1.2084165880431768,0.4732599694346151,0.10364336572052935,4.390247415865661,3.7587341629776287
2010:Q3,2010Q3,2010.5,-0.6156561086827662,-0.10311907722779662,0.28786387262265123,3.7093363338137766,3.278425020525866
2010:Q4,2010Q4,2010.75,-1.607636637518064,-0.2769615821292234,0.40880182532925247,3.16398572927104,1.6881893349530053
2011:Q1,2011Q1,2011.0,-0.9087349589650571,-0.0698356336988521,0.023502837313138514,2.0965992697976836,1.141531514446914
2011:Q2,2011Q2,2011.25,-0.7121875913893922,-0.32024067846689214,0.5172426474316261,1.368305195902658,0.8531195734780005
2011:Q3,2011Q3,2011.5,-1.5295647261206815,-0.41943409923237274,0.805764619838012,0.6436389473846718,-0.49959525813036987
2011:Q4,2011Q4,2011.75,-0.42748136771327416,-0.3016101356435047,0.15210681566077966,0.4688803907187247,-0.10810429697727386
2012:Q1,2012Q1,2012.0,0.8613992355561155,-0.5669412772947591,0.4373974372136047,0.7884205026527702,1.5202758981277318
2012:Q2,2012Q2,2012.25,1.1843552882272226,-0.40574163878570324,1.043120340430015,0.012190918714424903,1.8339249085859597
2012:Q3,2012Q3,2012.5,0.6609622939947182,-0.012775646272310814,0.04200895037467234,0.2519947236863622,0.9421903217834422
2012:Q4,2012Q4,2012.75,0.07153907916718588,-0.06760666289888452,0.6905512309227646,0.3557616350244893,1.0502452822155557
2013:Q1,2013Q1,2013.0,-0.9337164828178341,0.09134358384137595,0.5717977202168711,0.22931080770293796,-0.04126437105664882
2013:Q2,2013Q2,2013.25,-0.93278502244875,0.23940820486199088,-0.07432040636716764,0.5128530498086071,-0.2548441741453192
2013:Q3,2013Q3,2013.5,0.18694862366832443,0.1724191065760197,0.13775427124782524,0.40222996477390105,0.8993519662660707
2013:Q4,2013Q4,2013.75,0.6880377486424474,0.3427690842944582,-0.014059009640643438,0.02636236221169338,1.043110185507956
2014:Q1,2014Q1,2014.0,0.35104149217616604,0.22800153947829865,0.6446832092821708,-0.408025741910774,0.815700499025862
2014:Q2,2014Q2,2014.25,1.0778106050358578,0.2616694569751743,-0.03462005601351237,0.05396269651527619,1.3588227025127964
2014:Q3,2014Q3,2014.5,1.1272454075647727,-0.09826740922238308,0.5035471221366272,0.28147571411886685,1.8140008345978842
2014:Q4,2014Q4,2014.75,0.280183325914384,-0.2712363467668697,0.2641265430085582,0.695644393328001,0.968717915484074
2015:Q1,2015Q1,2015.0,1.4109148675864973,-0.10559161573093295,-0.4110823430450772,0.6792802781620719,1.5735211869725596
2015:Q2,2015Q2,2015.25,1.321996200462983,0.017568879596030124,0.19225098582893452,-0.24122839829521286,1.2905876675927352
2015:Q3,2015Q3,2015.5,0.4235576377664535,0.299311398298307,0.23091845676246336,-0.18182118920269716,0.771966303624527
2015:Q4,2015Q4,2015.75,0.1461184894229821,0.26928805242355675,0.5664449796517701,-0.6431311823861343,0.3387203391121749
2016:Q1,2016Q1,2016.0,0.08428656786196498,0.5701804894455106,0.04630806163188339,-0.3765260694367477,0.32424904950261163
2016:Q2,2016Q2,2016.25,-1.4203945503022375,0.28188919444197647,0.5773384793310576,-0.02479298358864361,-0.5859598601178464
2016:Q3,2016Q3,2016.5,-0.5190889490063242,0.3921746561216923,-0.0763883683546851,-0.15173586384031543,-0.35503852507963196
2016:Q4,2016Q4,2016.75,0.5291949166361778,0.7800826947684347,-0.22979491445536127,-0.03388820941879736,1.0455944875304544
2017:Q1,2017Q1,2017.0,0.31937521236056027,0.4233406298068952,0.49566967075884705,-0.3307884104959234,0.9075971024303795
2017:Q2,2017Q2,2017.25,0.8773964837121628,0.5394863072599089,-0.10021382704179516,0.15638153269608307,1.47305049662636
2017:Q3,2017Q3,2017.5,0.96500985909116,0.5126176360904273,0.30492916207336407,-0.034298940847720866,1.7482577164072308
2017:Q4,2017Q4,2017.75,0.9562437952586205,0.2810626993171288,0.17997675744698682,0.1929865766292857,1.610269828652022
2018:Q1,2018Q1,2018.0,0.3841539318557953,0.23804848428695033,0.3158999956587749,0.7576244813631186,1.6957268931646394
2018:Q2,2018Q2,2018.25,0.47087669060018317,0.3831908777935964,0.24188645326050917,0.7149023620261701,1.810856383680459
2018:Q3,2018Q3,2018.5,0.7009627524856965,0.24416222479735958,0.30081136067829917,0.3571753168676479,1.6031116548290034
2018:Q4,2018Q4,2018.75,0.18016185324038,0.24045194182062501,0.7326785817522108,-0.14631374396963595,1.0069786328435801
2019:Q1,2019Q1,2019.0,1.689736792202282,0.6460223384507526,0.11241296942063883,-0.7900756149549976,1.6580964851186761
2019:Q2,2019Q2,2019.25,2.4887409466338406,0.6529833924175856,0.20996310399761242,-1.612211568078697,1.7394758749703418
2019:Q3,2019Q3,2019.5,2.8631629064756208,0.7967966630259898,0.052544794499187475,-1.7408853596667964,1.9716190043340018
2019:Q4,2019Q4,2019.75,3.8048729961077603,1.0025754427966538,0.011005496192328934,-1.9490479846413493,2.869405950455395
2020:Q1,2020Q1,2020.0,1.9713957553486332,1.31959869327375,0.6960016940920966,-2.1427309159364274,1.8442652267780522
2020:Q2,2020Q2,2020.25,2.969108275070238,6.311294690295873,2.4868396804378357,-6.136457659659747,5.630784986144199
2020:Q3,2020Q3,2020.5,1.3242149901085134,3.5412167476135035,1.8562042547553226,-0.689986993814852,6.031648998662487
2020:Q4,2020Q4,2020.75,1.2354573382099727,2.927221615069066,0.7097723194990913,0.9143238755976486,5.786775148375778
2021:Q1,2021Q1,2021.0,1.586476866822928,2.1070670767135713,0.2046453281800531,2.240911786152127,6.139101057868679
2021:Q2,2021Q2,2021.25,0.20308688814226317,-3.552289225682881,-1.3705884633516519,6.940476654247156,2.220685853354887
2021:Q3,2021Q3,2021.5,1.2184743854145763,-1.0674161732818594,-1.1919508336554863,1.9010496106634283,0.8601569891406591
2021:Q4,2021Q4,2021.75,1.319991129783368,-1.169399341921828,-0.05297568771158723,0.6493990368068552,0.7470151369568079
2022:Q1,2022Q1,2022.0,1.0078840388319497,-0.9105769183268504,-0.36377714739979083,-0.34733040378417657,-0.613800430678868
2022:Q2,2022Q2,2022.25,0.05315337639698514,-0.34994985071676055,-0.6431215495196874,-0.6137022702397538,-1.5536202940792165
2022:Q3,2022Q3,2022.5,-0.3145592826873746,-0.4272636382018268,0.38538240469119245,-0.6981844450394845,-1.0546249612374936
2022:Q4,2022Q4,2022.75,-1.312964698057364,0.12546175370996765,0.4037203191039396,-1.0823586106042389,-1.8661412358476959
2023:Q1,2023Q1,2023.0,-1.1811241151260838,-0.28462974946306174,1.7403202349327351,-0.8248417193053157,-0.550275348961726
2023:Q2,2023Q2,2023.25,0.4950726314955518,0.21870495948355734,1.264402590909075,-0.9873960615915778,0.9907841202966063
2023:Q3,2023Q3,2023.5,0.6768927637875511,0.4859541593266953,1.1271953536962087,-0.6208655077695738,1.6691767690408812
2023:Q4,2023Q4,2023.75,2.5418214953015346,0.6859935962125283,0.8393577682999087,-0.8587843860215818,3.2083884737923896
2024:Q1,2024Q1,2024.0,2.560555861278883,1.1508077093954097,0.16794015943810692,-0.7101312211833691,3.16917250892903
2024:Q2,2024Q2,2024.25,1.8712026724528363,0.8399941426644253,0.6752322306714298,-0.07573030400842007,3.3106987417802713
2024:Q3,2024Q3,2024.5,1.8970208272220803,0.9766080503871065,0.2651983699704097,-0.13611842504484667,3.00270882253475
2024:Q4,2024Q4,2024.75,0.47237843933141327,0.8350399227787453,0.5655062387210918,0.5653550362214478,2.4382796370526982
2025:Q1,2025Q1,2025.0,0.4030108797269797,0.9759734876025492,0.13912603268337875,0.6576261372964508,2.1757365373093585
2025:Q2,2025Q2,2025.25,0.29059312676653776,0.7314030258877813,0.7105759764948871,0.4941093223201973,2.2266814514694033
2025:Q3,2025Q3,2025.5,0.31960515263770484,0.7933735986097809,0.6599953747381093,0.8630353807890997,2.6360095067746947
2025:Q4,2025Q4,2025.75,0.3214184871848896,0.9076603748864677,0.38092004283525327,0.9462553535682443,2.556254258474855
